类别	原文	出处	不翻译原因
挂起-MAIN长句/标签(待实机分流)	PCJ 600	本体/MAIN/Key:c9ceaf06	MAIN 标签式短名（物品/电台/专名，可借术语表批量核对）
挂起-MAIN长句/标签(待实机分流)	PMP 600	本体/MAIN/Key:5208a519	MAIN 标签式短名（物品/电台/专名，可借术语表批量核对）
挂起-MAIN长句/标签(待实机分流)	Ambient: Intro to BleedOut (Roman_BleedOutIntro.sc - KM)	本体/MAIN/Key:4115403a	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Darts - Friend Activity (RomanDarts.sc - KM (+BC))	本体/MAIN/Key:f3e823d7	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Drinking - Friend Activity (RomanDrink.sc - KM)	本体/MAIN/Key:51f74741	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Eating - Friend Activity (RomanEat.sc - KM)	本体/MAIN/Key:ffb64cb6	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Pool - Friend Activity (RomanPool.sc - KM (+NF))	本体/MAIN/Key:89dbd5e8	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Show - Friend Activity (RomanShow.sc - KM (+ROB/+DBr))	本体/MAIN/Key:2b31ec4e	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Strip Clubs - Friend Activity (RomanStrip.sc - KM)	本体/MAIN/Key:a1c58d0b	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Ten-Pin Bowling - Friend Activity (RomanTenPin.sc - KM (+TF))	本体/MAIN/Key:7e6cf502	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Taxi - Special Ability (roman_taxi.sc - NF)	本体/MAIN/Key:e338f98d	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Info: Save House and Garage Blips (RomanBLIPS.sc - KM)	本体/MAIN/Key:527d829f	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Standalone: Jacking a Car (carJackHelp.sc - KM)	本体/MAIN/Key:c1c023c9	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Standalone: Contact Point (RomanMARKER.sc - KM)	本体/MAIN/Key:8f70f303	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Standalone: Dive from Fast Car (carDiveHelp.sc - KM)	本体/MAIN/Key:005ada74	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Standalone: Txtmsg Help (txtmsgHelp.sc - KM)	本体/MAIN/Key:92d401bb	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Standalone: Wanted Level (wantedHelp.sc - KM)	本体/MAIN/Key:fbfc6a47	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Standalone: Escape arrest (arrestEscapeHelp.sc - KM)	本体/MAIN/Key:c02e306e	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Standalone: Handbrake Help (handbrakeHelp.sc - KM)	本体/MAIN/Key:e6a40ed9	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Standalone: Phone Profile Help (phoneProfileHelp.sc - KM)	本体/MAIN/Key:f80d6b7d	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Standalone: Roman3 Txtmsg Repeat (Roman3TxtmsgRepeat.sc - KM)	本体/MAIN/Key:14d40089	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Ambient: Choose Finale1 Part A or B (FinaleAorB.sc - KM)	本体/MAIN/Key:af7ffcef	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Ambient: Roman Wedding Txts (FinaleWedTxts.sc - KM)	本体/MAIN/Key:45c06287	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Standalone: Manual Dialing Help (phonepadHelp.sc - KM)	本体/MAIN/Key:c755bdd1	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	AMBIENT: Player or Michelle Calls (Michelle_IntroCalls.sc - KM)	本体/MAIN/Key:09cbe1a9	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Standalone: Waypoint Help (waypointHelp.sc - KM)	本体/MAIN/Key:7dcc7bda	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Darts - Friend Activity (JacobDarts.sc - KM (+BC))	本体/MAIN/Key:34a0db89	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Drinking - Friend Activity (JacobDrink.sc - KM)	本体/MAIN/Key:e1cad028	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Eating - Friend Activity (JacobEat.sc - KM)	本体/MAIN/Key:6cbe71d3	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Lifts - Friend Activity (JacobLift.sc - KM)	本体/MAIN/Key:c3396902	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Pool - Friend Activity (JacobPool.sc - KM (+NF))	本体/MAIN/Key:52490845	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Show - Friend Activity (JacobShow.sc - KM (+ROB/+DBr))	本体/MAIN/Key:c54bf9d8	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Strip Clubs - Friend Activity (JacobStrip.sc - KM)	本体/MAIN/Key:35509df3	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Gun Car - Special Ability (jacob_gun_car - NF)	本体/MAIN/Key:2d8db486	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Drinking - Friend Activity (DwayneDrink.sc - KM)	本体/MAIN/Key:456eeb47	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Eating - Friend Activity (DwayneEat.sc - KM)	本体/MAIN/Key:f221c07a	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Show - Friend Activity (DwayneShow.sc - KM (+ROB/+DBr))	本体/MAIN/Key:0db81620	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Strip Clubs - Friend Activity (DwayneStrip.sc - KM)	本体/MAIN/Key:15f8f169	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Ten-Pin Bowling - Friend Activity (DwayneTenPin.sc - KM (+TF))	本体/MAIN/Key:32cf84b2	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	AMBIENT - Cherise RC Complete (DwayneCherise.sc - KM)	本体/MAIN/Key:011bab56	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	AMBIENT: Meet Guy At Time (Brucie3_MeetGuy.sc - KM)	本体/MAIN/Key:7b495985	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Boating - Friend Activity (BrucieBoat.sc - KM (+BBC))	本体/MAIN/Key:4a7a2b2d	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Drinking - Friend Activity (BrucieDrink.sc - KM)	本体/MAIN/Key:45b39948	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Eating - Friend Activity (BrucieEat.sc - KM)	本体/MAIN/Key:44e075d9	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Heli Rides - Friend Activity (BrucieCopter.sc - KM (+BBC))	本体/MAIN/Key:563920aa	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Lifts - Friend Activity (BrucieLift.sc - KM)	本体/MAIN/Key:f0367d8a	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Show - Friend Activity (BrucieShow.sc - KM (+ROB/+DBr))	本体/MAIN/Key:2c68825a	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Strip Clubs - Friend Activity (BrucieStrip.sc - KM)	本体/MAIN/Key:0cd4fc66	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Ten-Pin Bowling - Friend Activity (BrucieTenPin.sc - KM (+TF))	本体/MAIN/Key:3f8fd501	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Heli - Special Ability (Brucie_Heli.sc - NF)	本体/MAIN/Key:dd65116a	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Organiser (organiserHelp.sc - KM)	本体/MAIN/Key:3ec296f9	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Car Theft Texts (car_theft_texts.sc - DBR)	本体/MAIN/Key:3dfc7130	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	AMBIENT: Keep Appointment (Francis2_Appointment.sc - KM)	本体/MAIN/Key:4529b972	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	AMBIENT: Check Wanted Level (ciaWANTED.sc - KM)	本体/MAIN/Key:8c84d376	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Darts - Friend Activity (PackieDarts.sc - KM (+BC))	本体/MAIN/Key:f904e031	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Drinking - Friend Activity (PackieDrink.sc - KM)	本体/MAIN/Key:d022e94e	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Pool - Friend Activity (PackiePool.sc - KM)	本体/MAIN/Key:6e45f7b0	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Show - Friend Activity (PackieShow.sc - KM (+ROB/+DBr))	本体/MAIN/Key:70ddb00a	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Strip Clubs - Friend Activity (PackieStrip.sc - KM)	本体/MAIN/Key:ef97d983	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Ten-Pin Bowling - Friend Activity (PackieTenPin.sc - KM (+TF))	本体/MAIN/Key:956cb7fd	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Bomb - Special Ability (packie_bomb.sc - NF)	本体/MAIN/Key:af82ccd0	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Ambient - Check For Packie Suit (PackieSUIT.sc - KM)	本体/MAIN/Key:672c487a	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	AMBIENT: Phone Mobster's Daughter (Gerry3_PhoneGirl - KM)	本体/MAIN/Key:c2b53629	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	AMBIENT: Take Photo of Mobster's Daughter (Gerry3c.sc - BBC)	本体/MAIN/Key:ce867e89	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	AMBIENT - Player Gets Bernie's Car (BernieCAR.sc - KM)	本体/MAIN/Key:bf0eb3b0	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Ambient - Check For Jimmy Suit (JimmySUIT.sc - KM)	本体/MAIN/Key:8a74b4e3	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	~r~MISSING FAILURE REASON	本体/MAIN/Key:e88c1cac	MAIN 标签式短名（物品/电台/专名，可借术语表批量核对）
挂起-MAIN长句/标签(待实机分流)	~r~FORCED FAILURE	本体/MAIN/Key:c382eed3	MAIN 标签式短名（物品/电台/专名，可借术语表批量核对）
挂起-MAIN长句/标签(待实机分流)	Darts (darts_trigger.sc/darts.sc - BC)	本体/MAIN/Key:8e8e6af8	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Pool (Neil F)	本体/MAIN/Key:da956bab	MAIN 标签式短名（物品/电台/专名，可借术语表批量核对）
挂起-MAIN长句/标签(待实机分流)	Races - Brucie (Brucie5m.sc - CM)	本体/MAIN/Key:618621c1	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Ten-Pin Bowling (Thomas F)	本体/MAIN/Key:d9f9da0e	MAIN 标签式短名（物品/电台/专名，可借术语表批量核对）
挂起-MAIN长句/标签(待实机分流)	Qub3d (puzzle.sc - DB)	本体/MAIN/Key:881750f6	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Space Shooter (space_shooter.sc - NF)	本体/MAIN/Key:3eed1e03	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Zombie (zombie.sc - KB)	本体/MAIN/Key:22666a99	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Heli Tours (manhat_heli_tours.sc - DB)	本体/MAIN/Key:12229d5f	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
挂起-MAIN长句/标签(待实机分流)	Police Computer (policeTest.sc/vigilante.sc - EK)	本体/MAIN/Key:b89329e9	MAIN 长句（来源混杂，多数可见性未证实，B 待实机分流升 A）
